,admin2Pcode,year,district,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
3760,TH5017,2017,ดอยเต่า,4110,4059,1973,480,486
3761,TH5017,2018,ดอยเต่า,4554,4509,2106,462,467
3762,TH5017,2020,ดอยเตา,4311,4311,2026,470,470
3763,TH5018,2012,อมก๋อย,12545,12311,5441,434,442
3764,TH5018,2013,อมก๋อย,12327,11985,5154,418,430
3765,TH5018,2014,อมก๋อย,15384,13879,5954,387,429
3766,TH5018,2015,อมก๋อย,15230,15037,6316,415,420
3767,TH5018,2016,อมก๋อย,17121,17008,7313,427,430
3768,TH5018,2017,อมก๋อย,17376,17263,7630,439,442
3769,TH5018,2018,อมก๋อย,35914,35043,14508,404,414
3770,TH5019,2012,สารภี,4520,4361,2412,534,553
3771,TH5019,2013,สารภี,4977,4598,2952,593,642
3772,TH5019,2014,สารภี,4876,4876,2838,582,582
3773,TH5019,2015,สารภี,4820,4799,2783,577,580
3774,TH5019,2016,สารภี,4830,4786,2848,590,595
3775,TH5019,2017,สารภี,4823,4722,2786,578,590
3776,TH5019,2018,สารภี,3492,3457,2247,643,650
3777,TH5019,2020,สารภี,3533,3493,2256,639,646
3778,TH5020,2012,เวียงแหง,9930,9599,5558,560,579
3779,TH5020,2013,เวียงแหง,9060,8847,5025,555,568
3780,TH5020,2014,เวียงแหง,8114,8114,4503,555,555
3781,TH5020,2015,เวียงแหง,8045,8024,4373,544,545
3782,TH5020,2016,เวียงแหง,8816,8787,4956,562,564
3783,TH5020,2017,เวียงแหง,9465,9434,5443,575,577
3784,TH5020,2018,เวียงแหง,12917,12893,7181,556,557
3785,TH5020,2020,เวียงแหง,18425,18398,10119,549,550
3786,TH5021,2012,ไชยปราการ,6001,5727,4295,716,750
3787,TH5021,2013,ไชยปราการ,5511,5159,3828,695,742
3788,TH5021,2014,ไชยปราการ,8857,8821,6351,717,720
3789,TH5021,2015,ไชยปราการ,8330,8164,5813,698,712
3790,TH5021,2016,ไชยปราการ,8455,8405,5900,698,702
3791,TH5021,2017,ไชยปราการ,8673,8587,6054,698,705
3792,TH5021,2018,ไชยปราการ,8358,8303,5563,666,670
3793,TH5021,2020,ไชยปราการ,12583,12529,8232,654,657
3794,TH5022,2012,แม่วาง,13512,13172,9286,687,705
3795,TH5022,2013,แม่วาง,12135,11834,8319,686,703
3796,TH5022,2014,แม่วาง,10677,10476,6809,638,650
3797,TH5022,2015,แม่วาง,9615,9463,6009,625,635
3798,TH5022,2016,แม่วาง,10902,10864,7094,651,653
3799,TH5022,2017,แม่วาง,8910,8867,5764,647,650
3800,TH5022,2018,แม่วาง,10714,10677,6684,624,626
3801,TH5023,2012,แม่ออน,7941,7706,5756,725,747
3802,TH5023,2013,แม่ออน,7056,6693,5006,709,748
3803,TH5023,2014,แม่ออน,6847,6693,4779,698,714
3804,TH5023,2015,แม่ออน,6211,6166,4341,699,704
3805,TH5023,2016,แม่ออน,7508,7472,5298,706,709
3806,TH5023,2017,แม่ออน,7681,7626,5430,707,712
3807,TH5023,2018,แม่ออน,8235,8185,5484,666,670
3808,TH5023,2020,แมออน,8016,7953,5344,667,672
3809,TH5024,2012,ดอยหล่อ,7841,7660,5485,700,716
3810,TH5024,2013,ดอยหล่อ,7411,7145,5137,693,719
3811,TH5024,2014,ดอยหล่อ,7475,7359,4982,666,677
3812,TH5024,2015,ดอยหล่อ,7238,7205,4842,669,672
3813,TH5024,2016,ดอยหล่อ,7329,7304,4952,676,678
3814,TH5024,2017,ดอยหล่อ,7238,7212,4818,666,668
3815,TH5024,2018,ดอยหล่อ,7195,7124,4844,673,680
3816,TH5025,2012,กัลยาณิวัฒนา,10124,9938,4432,438,446
3817,TH5025,2013,กัลยาณิวัฒนา,10145,9907,4359,430,440
3818,TH5025,2014,กัลยาณิวัฒนา,10348,9965,4594,444,461
3819,TH5025,2015,กัลยาณิวัฒนา,10073,10025,4511,448,450
3820,TH5025,2016,กัลยาณิวัฒนา,10986,10943,4924,448,450
3821,TH5025,2017,กัลยาณิวัฒนา,10860,10816,4954,456,458
3822,TH5025,2018,กัลยาณิวัฒนา,11654,11577,5337,458,461
3823,TH5025,2020,กัลยาณิวัฒนา,14101,14033,6553,465,467
3824,TH5101,2012,เมืองลําพูน,46951,45088,28946,617,642
3825,TH5101,2013,เมืองลําพูน,45366,43491,27878,615,641
3826,TH5101,2014,เมืองลําพูน,42870,42870,27180,634,634
3827,TH5101,2015,เมืองลําพูน,35850,35263,21863,610,620
3828,TH5101,2016,เมืองลําพูน,41194,40271,26378,640,655
3829,TH5101,2017,เมืองลําพูน,40923,40641,26742,653,658
3830,TH5101,2018,เมืองลําพูน,36207,36167,23870,659,660
3831,TH5101,2020,เมืองลําพูน,34183,34165,20909,612,612
3832,TH5102,2012,แม่ทา,18815,17758,10619,564,598
3833,TH5102,2013,แม่ทา,19003,18122,10891,573,601
3834,TH5102,2014,แม่ทา,16200,16200,9736,601,601
3835,TH5102,2015,แม่ทา,15489,15413,9124,589,592
3836,TH5102,2016,แม่ทา,15677,15421,9206,587,597
3837,TH5102,2017,แม่ทา,15831,15715,9413,595,599
3838,TH5102,2018,แม่ทา,13596,13506,8117,597,601
3839,TH5103,2012,บ้านโฮ่ง,3119,2971,1800,577,606
3840,TH5103,2013,บ้านโฮ่ง,2870,2731,1680,585,615
3841,TH5103,2014,บ้านโฮ่ง,3584,3584,2204,615,615
3842,TH5103,2015,บ้านโฮ่ง,3646,3594,2167,594,603
3843,TH5103,2016,บ้านโฮ่ง,3757,3737,2276,606,609
3844,TH5103,2017,บ้านโฮ่ง,3339,3179,1955,586,615
3845,TH5103,2018,บ้านโฮ่ง,2651,2628,1537,580,585
3846,TH5103,2020,บ.านโฮง,2227,2227,1309,588,588
3847,TH5104,2020,ลี้,15372,15372,8777,571,571
3848,TH5105,2012,ทุ่งหัวช้าง,10191,9500,5130,503,540
3849,TH5105,2013,ทุ่งหัวช้าง,10343,9716,5276,510,543
3850,TH5105,2014,ทุ่งหัวช้าง,10191,10191,5452,535,535
3851,TH5105,2015,ทุ่งหัวช้าง,10145,9954,5236,516,526
3852,TH5105,2016,ทุ่งหัวช้าง,10698,10531,5592,523,531
3853,TH5105,2017,ทุ่งหัวช้าง,10936,10505,5610,513,534
3854,TH5105,2018,ทุ่งหัวช้าง,12095,12065,6105,505,506
3855,TH5105,2020,ทุงหัวช.าง,13954,13954,7521,539,539
3856,TH5106,2012,ป่าซาง,11490,11132,7124,620,640
3857,TH5106,2013,ป่าซาง,11274,10807,7057,626,653
3858,TH5106,2014,ป่าซาง,11071,11071,7097,641,641
3859,TH5106,2015,ป่าซาง,10487,10457,6651,634,636
3860,TH5106,2016,ป่าซาง,11132,11021,7053,634,640
3861,TH5106,2017,ป่าซาง,11670,11186,7249,621,648
3862,TH5106,2018,ป่าซาง,10270,10236,6838,666,668
3863,TH5106,2020,ป#าซาง,8549,8549,5830,682,682
3864,TH5107,2012,บ้านธิ,14460,13639,8743,605,641
3865,TH5107,2013,บ้านธิ,14145,13599,8758,619,644
3866,TH5107,2014,บ้านธิ,16570,16570,10671,644,644
3867,TH5107,2015,บ้านธิ,13713,13646,8747,638,641
3868,TH5107,2016,บ้านธิ,17672,17592,11136,630,633
3869,TH5107,2017,บ้านธิ,17810,17712,11247,631,635
3870,TH5107,2018,บ้านธิ,15633,15546,9716,622,625
3871,TH5107,2020,บ.านธิ,14803,14803,9622,650,650
3872,TH5108,2012,เวียงหนองล่อง,2816,2565,1639,582,639
3873,TH5108,2013,เวียงหนองล่อง,2854,2605,1672,586,642
3874,TH5108,2014,เวียงหนองล่อง,2181,2181,1400,642,642
3875,TH5108,2015,เวียงหนองล่อง,2262,2254,1436,635,637
3876,TH5108,2016,เวียงหนองล่อง,2041,1994,1238,607,621
3877,TH5108,2017,เวียงหนองล่อง,2086,2013,1256,602,624
3878,TH5108,2018,เวียงหนองล่อง,1683,1660,1033,614,622
3879,TH5108,2020,เวียงหนองลอง,1263,1263,802,635,635
3880,TH5202,2012,แม่เมาะ,16902,16261,8244,488,507
3881,TH5202,2013,แม่เมาะ,18344,17942,9025,492,503
3882,TH5202,2014,แม่เมาะ,20410,20410,10083,494,494
3883,TH5202,2015,แม่เมาะ,14745,14035,6386,433,455
3884,TH5202,2016,แม่เมาะ,16107,16020,7593,471,474
3885,TH5202,2017,แม่เมาะ,16640,16561,8082,486,488
3886,TH5202,2018,แม่เมาะ,17608,17351,8519,484,491
3887,TH5203,2012,เกาะคา,49701,48559,27339,550,563
3888,TH5203,2013,เกาะคา,41093,40321,22983,559,570
3889,TH5203,2014,เกาะคา,40688,38852,20397,501,525
3890,TH5203,2015,เกาะคา,38654,36910,18972,491,514
3891,TH5203,2016,เกาะคา,39832,39512,20981,527,531
3892,TH5203,2017,เกาะคา,40972,39764,20876,510,525
3893,TH5203,2018,เกาะคา,40642,40359,22238,547,551
3894,TH5203,2020,เกาะคา,41934,41268,22450,535,544
3895,TH5204,2012,เสริมงาม,26840,26156,13784,514,527
3896,TH5204,2013,เสริมงาม,27155,26714,13758,507,515
3897,TH5204,2014,เสริมงาม,29853,29853,14927,500,500
3898,TH5204,2015,เสริมงาม,29795,29335,14521,487,495
3899,TH5204,2016,เสริมงาม,30470,30362,15394,505,507
3900,TH5204,2017,เสริมงาม,30941,30708,16337,528,532
3901,TH5204,2018,เสริมงาม,31780,31592,16080,506,509
3902,TH5204,2020,เสริมงาม,32067,31882,16196,505,508
3903,TH5205,2012,งาว,40722,40202,22875,562,569
3904,TH5205,2013,งาว,40309,39731,22845,567,575
3905,TH5205,2014,งาว,33002,33002,17821,540,540
3906,TH5205,2015,งาว,32473,32347,17338,534,536
3907,TH5205,2016,งาว,39091,38950,20994,537,539
3908,TH5205,2017,งาว,39529,39351,20935,530,532
3909,TH5205,2018,งาว,38897,38810,20414,525,526
3910,TH5205,2020,งาว,39241,39159,20441,521,522
3911,TH5206,2012,แจ้ห่ม,24691,24265,13831,560,570
3912,TH5206,2013,แจ้ห่ม,24716,24476,14049,568,574
3913,TH5206,2014,แจ้ห่ม,22132,22132,12416,561,561
3914,TH5206,2015,แจ้ห่ม,22519,22406,12435,552,555
3915,TH5206,2016,แจ้ห่ม,24274,24218,13659,563,564
3916,TH5206,2017,แจ้ห่ม,25851,25772,14896,576,578
3917,TH5206,2018,แจ้ห่ม,24680,24650,13952,565,566
3918,TH5207,2012,วังเหนือ,24727,24088,13393,542,556
3919,TH5207,2013,วังเหนือ,24851,24387,13535,545,555
3920,TH5207,2014,วังเหนือ,24306,24306,12979,534,534
3921,TH5207,2015,วังเหนือ,26312,23812,12025,457,505
3922,TH5207,2016,วังเหนือ,26596,26408,13891,522,526
3923,TH5207,2017,วังเหนือ,28496,28250,14973,525,530
3924,TH5207,2018,วังเหนือ,28886,28650,16187,560,565
3925,TH5207,2020,วังเหนือ,29214,28976,16951,580,585
3926,TH5208,2012,เถิน,42165,41438,22584,536,545
3927,TH5208,2013,เถิน,38024,37487,20168,530,538
3928,TH5208,2014,เถิน,37644,37644,19838,527,527
3929,TH5208,2015,เถิน,33372,31148,14795,443,475
3930,TH5208,2016,เถิน,34413,34261,16342,475,477
3931,TH5208,2017,เถิน,36259,36125,18532,511,513
3932,TH5208,2018,เถิน,37787,37514,19095,505,509
3933,TH5208,2020,เถิน,38853,38542,17421,448,452
3934,TH5209,2012,แม่พริก,15456,14890,7594,491,510
3935,TH5209,2013,แม่พริก,14726,14089,7369,500,523
3936,TH5209,2014,แม่พริก,14284,14284,7156,501,501
3937,TH5209,2015,แม่พริก,9200,8244,3627,394,440
3938,TH5209,2016,แม่พริก,10025,9338,4314,430,462
3939,TH5209,2017,แม่พริก,12695,12503,6089,480,487
3940,TH5209,2018,แม่พริก,12748,12563,6596,517,525
3941,TH5210,2012,แม่ทะ,44643,43693,23856,534,546
3942,TH5210,2013,แม่ทะ,44107,43204,23762,539,550
3943,TH5210,2014,แม่ทะ,44702,44702,23737,531,531
3944,TH5210,2015,แม่ทะ,42065,39962,19022,452,476
3945,TH5210,2016,แม่ทะ,42727,42483,20817,487,490
3946,TH5210,2017,แม่ทะ,44852,44393,22063,492,497
3947,TH5210,2018,แม่ทะ,45110,44961,23245,515,517
3948,TH5211,2012,สบปราบ,34440,33597,17974,522,535
3949,TH5211,2013,สบปราบ,34455,33810,17716,514,524
3950,TH5211,2014,สบปราบ,34122,34122,17300,507,507
3951,TH5211,2015,สบปราบ,29918,29550,14805,495,501
3952,TH5211,2016,สบปราบ,33314,33207,16736,502,504
3953,TH5211,2017,สบปราบ,34008,33829,17997,529,532
3954,TH5211,2018,สบปราบ,33826,33776,17226,509,510
3955,TH5211,2020,สบปราบ,30771,30694,15746,512,513
3956,TH5212,2012,ห้างฉัตร,35089,34373,19661,560,572
3957,TH5212,2013,ห้างฉัตร,35739,35008,20060,561,573
3958,TH5212,2014,ห้างฉัตร,34837,34837,18951,544,544
3959,TH5212,2015,ห้างฉัตร,33540,32893,17071,509,519
3960,TH5212,2016,ห้างฉัตร,33950,33757,17554,517,520
3961,TH5212,2017,ห้างฉัตร,34304,34049,18625,543,547
3962,TH5212,2018,ห้างฉัตร,33521,33309,18853,562,566
3963,TH5212,2020,ห.างฉัตร,36659,36466,20822,568,571
3964,TH5213,2012,เมืองปาน,15851,15456,9104,574,589
3965,TH5213,2013,เมืองปาน,16010,15711,9112,569,580
3966,TH5213,2014,เมืองปาน,16057,16057,8671,540,540
3967,TH5213,2015,เมืองปาน,15215,15176,8089,532,533
3968,TH5213,2016,เมืองปาน,20022,19785,10486,524,530
3969,TH5213,2017,เมืองปาน,21439,21208,11410,532,538
3970,TH5213,2018,เมืองปาน,22387,22216,11708,523,527
3971,TH5213,2020,เมืองปาน,24806,24636,13082,527,531
3972,TH5301,2012,เมืองอุตรดิตถ์,94131,93943,60217,640,641
3973,TH5301,2013,เมืองอุตรดิตถ์,90551,89880,58602,647,652
3974,TH5301,2014,เมืองอุตรดิตถ์,89551,88937,55852,624,628
3975,TH5301,2015,เมืองอุตรดิตถ์,80504,57802,31733,394,549
3976,TH5301,2016,เมืองอุตรดิตถ์,82684,81303,49351,597,607
3977,TH5301,2017,เมืองอุตรดิตถ์,86252,86062,52154,605,606
3978,TH5301,2018,เมืองอุตรดิตถ์,85087,84187,49839,586,592
3979,TH5302,2012,ตรอน,88838,88323,56350,634,638
3980,TH5302,2013,ตรอน,90258,89697,57855,641,645
3981,TH5302,2014,ตรอน,78541,77311,47082,599,609
3982,TH5302,2015,ตรอน,73251,66603,38763,529,582
3983,TH5302,2016,ตรอน,75556,74907,45843,607,612
3984,TH5302,2017,ตรอน,78908,78742,48033,609,610
3985,TH5302,2018,ตรอน,79089,78739,47637,602,605
3986,TH5302,2020,ตรอน,83668,83176,51486,615,619
3987,TH5303,2012,ท่าปลา,18658,18499,9176,492,496
3988,TH5303,2013,ท่าปลา,16702,16216,8124,486,501
3989,TH5303,2014,ท่าปลา,16114,16114,7799,484,484
3990,TH5303,2015,ท่าปลา,14128,10612,4584,324,432
3991,TH5303,2016,ท่าปลา,14270,14042,6333,444,451
3992,TH5303,2017,ท่าปลา,17209,17174,7814,454,455
3993,TH5303,2018,ท่าปลา,18480,17934,8088,438,451
3994,TH5304,2012,นํคglyphูํูาปาด,19443,19410,10753,553,554
3995,TH5304,2013,นํคglyphูํูาปาด,19777,19171,10506,531,548
3996,TH5304,2014,นํคglyphูํูาปาด,19862,19859,10625,535,535
3997,TH5304,2015,นํคglyphูํูาปาด,18792,18745,9504,506,507
3998,TH5304,2016,นํคglyphูํูาปาด,18381,18307,9190,500,502
3999,TH5304,2017,นํคglyphูํูาปาด,19928,19880,10139,509,510
4000,TH5304,2018,นํคglyphูํูาปาด,27178,26907,14019,516,521
4001,TH5305,2012,ฟากท่า,11950,11894,6673,558,561
4002,TH5305,2013,ฟากท่า,8618,8472,4439,515,524
4003,TH5305,2014,ฟากท่า,11970,11931,6228,520,522
4004,TH5305,2015,ฟากท่า,10931,10856,5450,499,502
4005,TH5305,2016,ฟากท่า,11438,11387,5750,503,505
4006,TH5305,2017,ฟากท่า,13007,12732,6391,491,502
4007,TH5305,2018,ฟากท่า,12840,12712,6254,487,492
4008,TH5306,2012,บ้านโคก,14509,14496,7016,484,484
4009,TH5306,2013,บ้านโคก,11631,11519,5448,468,473
